,StationName,Latitude,Longitude,2018-11-17 03:00:00,2018-11-17 07:00:00,2018-11-17 11:00:00,2018-11-17 15:00:00,2018-11-17 19:00:00,2018-11-17 23:00:00,2018-11-18 03:00:00,2018-11-18 07:00:00,2018-11-18 11:00:00,2018-11-18 15:00:00,2018-11-18 19:00:00,2018-11-18 23:00:00,2018-11-19 03:00:00,2018-11-19 07:00:00,2018-11-19 11:00:00,2018-11-19 15:00:00,2018-11-19 19:00:00,2018-11-19 23:00:00,2018-11-20 03:00:00,2018-11-20 07:00:00,2018-11-20 11:00:00,2018-11-20 15:00:00,2018-11-20 19:00:00,2018-11-20 23:00:00,2018-11-21 03:00:00,2018-11-21 07:00:00,2018-11-21 11:00:00,2018-11-21 15:00:00,2018-11-21 19:00:00,2018-11-21 23:00:00,2018-11-22 03:00:00,2018-11-22 07:00:00,2018-11-22 11:00:00,2018-11-22 15:00:00,2018-11-22 19:00:00,2018-11-22 23:00:00,2018-11-23 03:00:00,2018-11-23 07:00:00,2018-11-23 11:00:00,2018-11-23 15:00:00,2018-11-23 19:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,3484.0,18854.0,38230.0,51718.0,32428.0,9420.0,2802.0,13984.0,31215.0,41078.0,21360.0,4427.0,7352.0,65411.0,43992.0,89345.0,41292.0,5475.0,7638.0,65641.0,45958.0,93373.0,43744.0,6737.0,7183.0,55834.0,40085.0,61641.0,37802.0,6946.0,3095.0,14629.0,30258.0,31516.0,9872.0,9181.0,2891.0,32224.0,58028.0,76171.0,41734.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,3024.0,14655.0,29676.0,42016.0,31021.0,11632.0,2381.0,10745.0,24618.0,33155.0,18823.0,5801.0,6316.0,52356.0,31189.0,66307.0,31782.0,6996.0,6428.0,49021.0,33174.0,69052.0,34947.0,8366.0,6145.0,41311.0,41662.0,59396.0,29325.0,8185.0,2705.0,15886.0,28846.0,24223.0,14909.0,5056.0,3075.0,17251.0,30706.0,43240.0,30152.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,3947.0,18475.0,31837.0,39292.0,24152.0,7150.0,2543.0,14799.0,27543.0,34043.0,17663.0,4231.0,11249.0,75058.0,35438.0,83923.0,30881.0,4579.0,11957.0,73451.0,39061.0,87828.0,36153.0,5500.0,11620.0,58997.0,54039.0,79049.0,31052.0,6379.0,4807.0,20237.0,32815.0,20842.0,18112.0,5805.0,5199.0,27543.0,39934.0,49031.0,28124.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,1958.0,13776.0,24543.0,29997.0,17226.0,5579.0,1588.0,10958.0,20741.0,23365.0,11641.0,2828.0,4405.0,36025.0,28222.0,47496.0,21808.0,3665.0,4548.0,36863.0,28946.0,47938.0,22078.0,3740.0,4393.0,28844.0,32728.0,41827.0,16080.0,3421.0,3270.0,19132.0,19162.0,12273.0,6332.0,2018.0,2145.0,11645.0,19955.0,25523.0,12711.0
4,86 ST,40.7795016,-73.95557240000001,1807.0,12370.0,23142.0,25956.0,12978.0,3431.0,1387.0,8686.0,3640.0,3687.0,7893.0,1773.0,5255.0,35578.0,23459.0,41631.0,16891.0,2245.0,4943.0,36389.0,24479.0,42940.0,16543.0,2389.0,4833.0,29974.0,29423.0,40353.0,12976.0,2264.0,1353.0,5849.0,9781.0,9140.0,5663.0,1436.0,2263.0,13529.0,22021.0,25697.0,11027.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,1899.0,11103.0,21128.0,24909.0,12549.0,3730.0,1077.0,7651.0,15918.0,17787.0,8337.0,1786.0,6227.0,48648.0,24677.0,53963.0,19460.0,2711.0,6267.0,48737.0,26561.0,56676.0,20221.0,3044.0,6022.0,37524.0,34391.0,46937.0,14424.0,2755.0,1434.0,9866.0,18573.0,11600.0,10225.0,2296.0,2409.0,16317.0,23695.0,27929.0,12491.0
6,59 ST,40.6415685,-74.0176783,2564.0,12743.0,20320.0,23898.0,9487.0,3131.0,1671.0,4981.0,15691.0,17455.0,8315.0,1081.0,6107.0,37855.0,23728.0,44178.0,16389.0,3002.0,6020.0,38478.0,25053.0,46095.0,16782.0,3163.0,5857.0,18218.0,27746.0,38747.0,11998.0,2849.0,1717.0,7469.0,9576.0,8895.0,4595.0,1550.0,3232.0,15679.0,20254.0,26671.0,11575.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,3220.0,15643.0,16737.0,18948.0,13071.0,3784.0,2061.0,11021.0,14542.0,16088.0,9797.0,2620.0,8440.0,30264.0,16880.0,30657.0,17765.0,3157.0,8539.0,30499.0,16668.0,31332.0,17489.0,3261.0,8207.0,28895.0,18099.0,31904.0,17442.0,3347.0,2152.0,8887.0,12724.0,14010.0,8565.0,2610.0,4468.0,18238.0,17211.0,23339.0,14357.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,1474.0,8792.0,16610.0,22543.0,15294.0,4002.0,1248.0,6577.0,15421.0,17507.0,7467.0,1865.0,2831.0,25293.0,13820.0,31295.0,13167.0,2235.0,3282.0,23645.0,14094.0,31144.0,13569.0,2225.0,2838.0,20506.0,17739.0,30832.0,12056.0,2104.0,896.0,3922.0,7863.0,8097.0,6242.0,2106.0,1564.0,10955.0,21853.0,23377.0,11522.0
9,23 ST,40.7413626,-73.9891335,750.0,5909.0,11844.0,14994.0,8125.0,2672.0,549.0,3716.0,8800.0,10890.0,5527.0,1146.0,1783.0,22546.0,16091.0,33500.0,15446.0,2107.0,2010.0,22721.0,16878.0,34215.0,15707.0,2089.0,1814.0,18196.0,19899.0,27408.0,9858.0,2029.0,718.0,3547.0,6679.0,6129.0,3230.0,1001.0,926.0,6618.0,11211.0,14955.0,7710.0
