,StationName,Latitude,Longitude,2018-12-08 03:00:00,2018-12-08 07:00:00,2018-12-08 11:00:00,2018-12-08 15:00:00,2018-12-08 19:00:00,2018-12-08 23:00:00,2018-12-09 03:00:00,2018-12-09 07:00:00,2018-12-09 11:00:00,2018-12-09 15:00:00,2018-12-09 19:00:00,2018-12-09 23:00:00,2018-12-10 03:00:00,2018-12-10 07:00:00,2018-12-10 11:00:00,2018-12-10 15:00:00,2018-12-10 19:00:00,2018-12-10 23:00:00,2018-12-11 03:00:00,2018-12-11 07:00:00,2018-12-11 11:00:00,2018-12-11 15:00:00,2018-12-11 19:00:00,2018-12-11 23:00:00,2018-12-12 03:00:00,2018-12-12 07:00:00,2018-12-12 11:00:00,2018-12-12 15:00:00,2018-12-12 19:00:00,2018-12-12 23:00:00,2018-12-13 03:00:00,2018-12-13 07:00:00,2018-12-13 11:00:00,2018-12-13 15:00:00,2018-12-13 19:00:00,2018-12-13 23:00:00,2018-12-14 03:00:00,2018-12-14 07:00:00,2018-12-14 11:00:00,2018-12-14 15:00:00,2018-12-14 19:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,3121.0,19385.0,42763.0,58039.0,2245844.0,10688.0,2442.0,13330.0,32501.0,42880.0,23757.0,4005.0,7139.0,64759.0,44043.0,90299.0,41487.0,6062.0,7395.0,65114.0,43873.0,89179.0,44144.0,6656.0,7259.0,65429.0,44694.0,92565.0,45061.0,7026.0,7625.0,65258.0,45183.0,90339.0,45452.0,9235.0,7394.0,60038.0,50572.0,93860.0,47561.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,2867.0,16849.0,36838.0,49686.0,34255.0,11894.0,2137.0,11517.0,28845.0,35159.0,20547.0,5324.0,6096.0,50160.0,29740.0,64647.0,30299.0,6474.0,6343.0,51223.0,32508.0,68078.0,34131.0,7271.0,6469.0,48887.0,33659.0,62328.0,32712.0,8125.0,6511.0,50922.0,33566.0,69102.0,37014.0,9240.0,6265.0,47933.0,37354.0,71178.0,39001.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,4135.0,21276.0,37556.0,44925.0,29242.0,9086.0,2823.0,15326.0,31991.0,36627.0,22061.0,3976.0,12217.0,74930.0,30053.0,71482.0,33036.0,5437.0,12525.0,77055.0,37076.0,88619.0,36597.0,6398.0,12514.0,76613.0,38625.0,88304.0,35692.0,6238.0,11914.0,75557.0,38902.0,87704.0,38762.0,7677.0,11482.0,66879.0,42670.0,87179.0,38535.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,1794.0,13047.0,27309.0,33350.0,18032.0,5562.0,1368.0,9658.0,19411.0,25190.0,11448.0,2430.0,4221.0,35993.0,28203.0,48483.0,23526.0,3756.0,4462.0,38028.0,28615.0,48594.0,24094.0,4258.0,4621.0,37475.0,29491.0,50297.0,25230.0,4878.0,4484.0,34453.0,26951.0,46735.0,24169.0,5469.0,4366.0,33408.0,30351.0,47709.0,23898.0
4,86 ST,40.7795016,-73.95557240000001,1662.0,11709.0,21850.0,26176.0,13994.0,3402.0,1283.0,7901.0,17738.0,18877.0,8897.0,1497.0,5047.0,34832.0,21568.0,41931.0,16820.0,1867.0,5169.0,37646.0,22927.0,41984.0,17916.0,2081.0,5365.0,36208.0,23357.0,42138.0,17777.0,2155.0,5045.0,35736.0,23546.0,41726.0,18006.0,2687.0,4780.0,29914.0,23199.0,42994.0,18110.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,1799.0,11788.0,23729.0,27278.0,14056.0,3943.0,969.0,7622.0,17842.0,19051.0,9278.0,1594.0,6168.0,50095.0,24003.0,54351.0,10189.0,2515.0,6769.0,50581.0,23562.0,52374.0,21106.0,3040.0,6455.0,50398.0,26548.0,54870.0,21857.0,3319.0,6502.0,50289.0,27714.0,56048.0,22676.0,4091.0,5883.0,42737.0,24639.0,45017.0,21727.0
6,59 ST,40.6415685,-74.0176783,2484.0,12858.0,20966.0,26576.0,13150.0,4092.0,1557.0,8601.0,16582.0,19364.0,9329.0,2189.0,5753.0,38623.0,23402.0,45028.0,17083.0,3192.0,6141.0,39558.0,24158.0,45620.0,18269.0,3846.0,6123.0,39763.0,25099.0,46092.0,18227.0,3548.0,6053.0,38658.0,25594.0,45245.0,18187.0,4240.0,5889.0,37636.0,27063.0,46156.0,18097.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,6.0,4.0,8.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,1497.0,2262.0,8104.0,29699.0,16476.0,29349.0,16231.0,2758.0,8345.0,30162.0,16136.0,29990.0,16635.0,3144.0,8471.0,29858.0,16146.0,29434.0,17074.0,3223.0,8209.0,28814.0,15125.0,28018.0,16136.0,3422.0,8054.0,29003.0,16316.0,29370.0,17848.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,1186.0,7250.0,16071.0,19733.0,10978.0,3716.0,940.0,5315.0,13852.0,16340.0,8083.0,1636.0,2965.0,24323.0,14101.0,29637.0,11919.0,3792.0,3738.0,27012.0,13431.0,29516.0,13155.0,4535.0,3891.0,24699.0,9754.0,23150.0,17131.0,4341.0,3670.0,24738.0,13961.0,29162.0,13160.0,4596.0,3556.0,23108.0,16680.0,33086.0,20133.0
9,23 ST,40.7413626,-73.9891335,1075.0,8564.0,19793.0,25935.0,13976.0,4589.0,817.0,5652.0,14440.0,17121.0,8310.0,1746.0,2450.0,20509.0,14302.0,44617.0,21235.0,2416.0,2684.0,32463.0,22623.0,46738.0,22987.0,2802.0,2669.0,33013.0,22045.0,47230.0,22909.0,3167.0,2685.0,32697.0,21419.0,47468.0,23018.0,4022.0,2470.0,30552.0,25049.0,47550.0,22433.0
10,42 ST-PORT AUTH,40.7578346,-73.99146259999998,2464.0,13532.0,16698.0,18703.0,13233.0,3836.0,1360.0,9107.0,13643.0,15599.0,10539.0,2113.0,9635.0,39814.0,15424.0,35791.0,16460.0,2294.0,9331.0,41193.0,15850.0,35447.0,17229.0,2637.0,9379.0,39235.0,16671.0,35717.0,17929.0,2699.0,9379.0,40354.0,16967.0,35610.0,18567.0,3089.0,8642.0,35287.0,17058.0,35399.0,19179.0
11,14 ST,40.73747540000001,-73.9970975,377.0,5573.0,14555.0,18814.0,10935.0,4045.0,903.0,4228.0,12205.0,13623.0,6675.0,1533.0,1650.0,18632.0,13202.0,26135.0,13157.0,2095.0,1854.0,19819.0,14174.0,27140.0,14944.0,2960.0,1935.0,19459.0,14782.0,27852.0,15052.0,2698.0,1873.0,19492.0,14325.0,27885.0,14839.0,3503.0,1820.0,17974.0,15745.0,28013.0,14632.0
12,JKSN HT-ROOSVLT,40.746739,-73.89099859999999,3429.0,12582.0,14843.0,16797.0,10582.0,4807.0,2538.0,8850.0,12164.0,13815.0,8922.0,3074.0,6363.0,23717.0,14623.0,24732.0,13520.0,3642.0,6638.0,24079.0,14539.0,25178.0,13774.0,3929.0,6361.0,23846.0,14763.0,24379.0,13518.0,4098.0,6545.0,23449.0,14157.0,23709.0,12043.0,3980.0,6394.0,23548.0,15325.0,25337.0,13922.0
13,BEDFORD AV,40.717354,-73.956972,895.0,5415.0,14099.0,18389.0,12341.0,5729.0,871.0,4054.0,12018.0,14264.0,7055.0,1393.0,1642.0,15132.0,8355.0,17278.0,11408.0,1545.0,1679.0,15874.0,8428.0,17151.0,11873.0,2301.0,1640.0,15815.0,8650.0,17340.0,11974.0,2233.0,1547.0,15718.0,8698.0,17214.0,12340.0,3302.0,1609.0,14464.0,10030.0,18902.0,13097.0
