,StationName,Latitude,Longitude,2019-01-26 03:00:00,2019-01-26 07:00:00,2019-01-26 11:00:00,2019-01-26 15:00:00,2019-01-26 19:00:00,2019-01-26 23:00:00,2019-01-27 03:00:00,2019-01-27 07:00:00,2019-01-27 11:00:00,2019-01-27 15:00:00,2019-01-27 19:00:00,2019-01-27 23:00:00,2019-01-28 03:00:00,2019-01-28 07:00:00,2019-01-28 11:00:00,2019-01-28 15:00:00,2019-01-28 19:00:00,2019-01-28 23:00:00,2019-01-29 03:00:00,2019-01-29 07:00:00,2019-01-29 11:00:00,2019-01-29 15:00:00,2019-01-29 19:00:00,2019-01-29 23:00:00,2019-01-30 03:00:00,2019-01-30 07:00:00,2019-01-30 11:00:00,2019-01-30 15:00:00,2019-01-30 19:00:00,2019-01-30 23:00:00,2019-01-31 03:00:00,2019-01-31 07:00:00,2019-01-31 11:00:00,2019-01-31 15:00:00,2019-01-31 19:00:00,2019-01-31 23:00:00,2019-02-01 03:00:00,2019-02-01 07:00:00,2019-02-01 11:00:00,2019-02-01 15:00:00,2019-02-01 19:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,3422.0,15596.0,34102.0,43909.0,17015.0,8336.0,2616.0,8639.0,28113.0,34851.0,18934.0,3793.0,6859.0,62020.0,37262.0,80412.0,31490.0,4049.0,7356.0,63658.0,36870.0,82543.0,33508.0,4737.0,6944.0,63633.0,37581.0,81948.0,32356.0,4057.0,6281.0,59444.0,33085.0,74812.0,32339.0,5641.0,6685.0,59310.0,41000.0,84520.0,37088.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,2744.0,14058.0,26900.0,35851.0,26133.0,8695.0,1938.0,9279.0,21974.0,27800.0,15539.0,3922.0,5839.0,48703.0,26120.0,58599.0,24394.0,4673.0,6192.0,50288.0,27553.0,62959.0,27413.0,5062.0,5914.0,49641.0,28752.0,62377.0,26137.0,4359.0,5135.0,46187.0,24095.0,56678.0,26817.0,4947.0,5346.0,46208.0,28633.0,61584.0,29315.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,3898.0,18694.0,30495.0,36715.0,20945.0,6522.0,2563.0,12955.0,28226.0,31931.0,18627.0,3481.0,11958.0,73294.0,31612.0,80704.0,25947.0,3493.0,12221.0,75325.0,31669.0,84493.0,31410.0,4293.0,11931.0,73349.0,32252.0,84750.0,30389.0,4032.0,10573.0,71258.0,29077.0,75403.0,29757.0,5676.0,10762.0,66406.0,34933.0,78972.0,30880.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,1703.0,10822.0,21247.0,24687.0,13326.0,4707.0,1330.0,7701.0,17750.0,20013.0,9215.0,2514.0,4260.0,34609.0,25022.0,43695.0,20509.0,3158.0,4460.0,36285.0,25288.0,45452.0,20683.0,3121.0,4425.0,36260.0,26828.0,43300.0,18207.0,2685.0,3781.0,32965.0,22914.0,40362.0,19868.0,3338.0,3955.0,31597.0,24817.0,41077.0,18231.0
4,86 ST,40.7795016,-73.95557240000001,1154.0,8613.0,16194.0,20055.0,9498.0,2383.0,864.0,5844.0,13659.0,14224.0,5762.0,1148.0,5030.0,31346.0,19132.0,38497.0,15381.0,1619.0,5297.0,34675.0,20609.0,39820.0,15449.0,1775.0,5057.0,34366.0,20669.0,37651.0,13984.0,1513.0,1816.0,10030.0,17945.0,34531.0,14113.0,1834.0,4616.0,32267.0,21841.0,36908.0,15009.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,1428.0,7739.0,14664.0,16403.0,8330.0,2477.0,769.0,4952.0,11433.0,12159.0,6009.0,1117.0,6524.0,49018.0,21023.0,39487.0,16903.0,1991.0,6467.0,47871.0,17726.0,53396.0,17858.0,2115.0,6289.0,48756.0,21914.0,52001.0,17001.0,2142.0,5298.0,46425.0,19097.0,47923.0,17721.0,2305.0,5827.0,44929.0,22915.0,51282.0,17102.0
6,59 ST,40.6415685,-74.0176783,2978.0,14132.0,11248.0,11984.0,10699.0,3442.0,1903.0,9974.0,16376.0,16772.0,7807.0,2023.0,5669.0,35442.0,20437.0,40035.0,14525.0,1002.0,5798.0,19204.0,21134.0,41974.0,14711.0,2424.0,5475.0,36836.0,20869.0,39876.0,13233.0,2192.0,4564.0,33794.0,18451.0,36633.0,13546.0,2392.0,5089.0,22206.0,13348.0,25385.0,9836.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2864.0,13835.0,14977.0,17401.0,11376.0,3183.0,1750.0,9768.0,13281.0,14755.0,8826.0,2151.0,7751.0,29687.0,17040.0,29110.0,15954.0,2659.0,8024.0,30387.0,16024.0,30507.0,15265.0,2893.0,7994.0,29824.0,15278.0,28621.0,13973.0,2143.0,6871.0,25863.0,13003.0,24667.0,14480.0,2425.0,7436.0,28118.0,15095.0,29183.0,16598.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,1057.0,6338.0,13551.0,17435.0,10724.0,3289.0,895.0,4546.0,11456.0,13274.0,6274.0,1240.0,3119.0,23712.0,12974.0,26960.0,10484.0,1370.0,2806.0,25137.0,13023.0,30213.0,15898.0,1757.0,2869.0,24191.0,12485.0,27471.0,9497.0,1345.0,2567.0,18254.0,8467.0,24237.0,10023.0,1616.0,2667.0,22563.0,14123.0,28698.0,12112.0
9,23 ST,40.7413626,-73.9891335,1008.0,7289.0,14671.0,19011.0,10114.0,3324.0,788.0,4492.0,11621.0,13792.0,6431.0,1361.0,2593.0,32490.0,20541.0,44401.0,19704.0,1882.0,2800.0,34436.0,21479.0,46112.0,20438.0,1989.0,2681.0,34393.0,21706.0,46010.0,19397.0,1844.0,2350.0,31345.0,19217.0,41225.0,19715.0,2324.0,2390.0,31637.0,22805.0,44399.0,18605.0
10,42 ST-PORT AUTH,40.7578346,-73.99146259999998,2321.0,13040.0,15419.0,17642.0,11800.0,3204.0,1260.0,8696.0,12801.0,14915.0,9442.0,1868.0,9445.0,42530.0,15931.0,37913.0,16937.0,2003.0,9734.0,41311.0,15186.0,40171.0,17949.0,2239.0,9385.0,40915.0,15344.0,40609.0,17006.0,2063.0,8666.0,41826.0,15238.0,37045.0,17452.0,2454.0,8762.0,39718.0,16958.0,38837.0,17739.0
11,14 ST,40.73747540000001,-73.9970975,962.0,4460.0,10338.0,13615.0,8194.0,3262.0,892.0,3312.0,9326.0,10744.0,5389.0,1198.0,1715.0,17674.0,11340.0,23998.0,11466.0,1598.0,1819.0,19212.0,12166.0,24807.0,11934.0,1701.0,1761.0,18698.0,12486.0,23968.0,11063.0,1375.0,1496.0,17139.0,10734.0,22087.0,11515.0,1784.0,1659.0,17477.0,12836.0,25212.0,12500.0
12,JKSN HT-ROOSVLT,40.746739,-73.89099859999999,4662.0,15964.0,18885.0,22669.0,13903.0,5964.0,3240.0,10965.0,15575.0,18127.0,11264.0,4049.0,6268.0,22077.0,14665.0,23811.0,12640.0,3536.0,6369.0,23400.0,13712.0,24105.0,12051.0,3560.0,6332.0,22914.0,13417.0,23065.0,10852.0,3419.0,5470.0,20433.0,11770.0,20973.0,11292.0,3534.0,5967.0,22111.0,13715.0,24432.0,13119.0
13,BEDFORD AV,40.717354,-73.956972,817.0,4756.0,12839.0,17666.0,11299.0,4344.0,801.0,3727.0,11813.0,14023.0,6377.0,1155.0,1523.0,13712.0,7272.0,16130.0,9713.0,285.0,1517.0,14915.0,7652.0,15944.0,9350.0,322.0,1365.0,14733.0,7166.0,14735.0,8507.0,243.0,991.0,12941.0,6628.0,14150.0,9569.0,491.0,1277.0,13905.0,8389.0,16820.0,11648.0
14,47-50 STS ROCK,40.75885,-73.98118610000002,1218.0,3744.0,7760.0,10749.0,5377.0,2006.0,720.0,3237.0,5815.0,7854.0,3638.0,1137.0,4102.0,42212.0,17452.0,43055.0,12629.0,1909.0,4409.0,44454.0,17230.0,45781.0,13302.0,1925.0,4346.0,44078.0,17908.0,45615.0,12630.0,1817.0,3939.0,42387.0,16616.0,41509.0,13501.0,1996.0,4157.0,41986.0,20295.0,42922.0,12235.0
15,34 ST-HUDSON YD,40.7549713,-74.0010084,18.0,34.0,23.0,9.0,15.0,17.0,11.0,33.0,64.0,33.0,6.0,34.0,2571.0,6181.0,3302.0,7342.0,1873.0,190.0,2534.0,6463.0,3171.0,7615.0,1948.0,189.0,2609.0,6432.0,3278.0,7651.0,1898.0,176.0,2430.0,6306.0,3150.0,6863.0,1967.0,186.0,2496.0,6445.0,3955.0,7562.0,1930.0
16,CHAMBERS ST,40.7155134,-74.00922270000001,861.0,6748.0,12140.0,12389.0,5598.0,1682.0,610.0,4592.0,7941.0,7064.0,4002.0,878.0,3224.0,32654.0,21999.0,40685.0,13385.0,1609.0,3264.0,34334.0,22315.0,42960.0,14382.0,1606.0,3145.0,34033.0,21259.0,39958.0,12453.0,1475.0,2886.0,30376.0,19579.0,20494.0,6979.0,1702.0,2873.0,29774.0,21122.0,38734.0,10959.0
17,125 ST,40.8043863,-73.9374292,1557.0,7498.0,12225.0,14295.0,8881.0,3195.0,1227.0,5725.0,10534.0,11724.0,6483.0,1803.0,3095.0,18016.0,11811.0,20379.0,9859.0,1934.0,3258.0,18906.0,11751.0,21130.0,9721.0,2016.0,3184.0,18769.0,11962.0,19770.0,8972.0,1673.0,2638.0,15972.0,10213.0,18587.0,8982.0,1848.0,2866.0,17710.0,12941.0,21204.0,10369.0
