,StationName,Latitude,Longitude,2018-06-02 00:00:00,2018-06-02 04:00:00,2018-06-02 08:00:00,2018-06-02 12:00:00,2018-06-02 16:00:00,2018-06-02 20:00:00,2018-06-03 00:00:00,2018-06-03 04:00:00,2018-06-03 08:00:00,2018-06-03 12:00:00,2018-06-03 16:00:00,2018-06-03 20:00:00,2018-06-04 00:00:00,2018-06-04 04:00:00,2018-06-04 08:00:00,2018-06-04 12:00:00,2018-06-04 16:00:00,2018-06-04 20:00:00,2018-06-05 00:00:00,2018-06-05 04:00:00,2018-06-05 08:00:00,2018-06-05 12:00:00,2018-06-05 16:00:00,2018-06-05 20:00:00,2018-06-06 00:00:00,2018-06-06 04:00:00,2018-06-06 08:00:00,2018-06-06 12:00:00,2018-06-06 16:00:00,2018-06-06 20:00:00,2018-06-07 00:00:00,2018-06-07 04:00:00,2018-06-07 08:00:00,2018-06-07 12:00:00,2018-06-07 16:00:00,2018-06-07 20:00:00,2018-06-08 00:00:00,2018-06-08 04:00:00,2018-06-08 08:00:00,2018-06-08 12:00:00,2018-06-08 16:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,5007.0,4552.0,18866.0,31323.0,35002.0,20357.0,4347.0,3172.0,15440.0,27647.0,30034.0,15066.0,1777.0,17589.0,59050.0,42194.0,83314.0,24088.0,2512.0,18383.0,62161.0,46491.0,48377.0,16086.0,2705.0,18328.0,61838.0,45583.0,87500.0,27777.0,2822.0,17602.0,61966.0,47995.0,88979.0,29777.0,3228.0,16517.0,56851.0,53144.0,80722.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,8190.0,5637.0,21171.0,35816.0,41889.0,30335.0,7708.0,3941.0,16557.0,28193.0,32199.0,21462.0,3242.0,14140.0,50091.0,32795.0,66983.0,24998.0,4240.0,15128.0,53051.0,37282.0,71512.0,29402.0,4445.0,14975.0,53584.0,38673.0,74908.0,29929.0,4854.0,14826.0,52520.0,38509.0,73343.0,31579.0,5163.0,13868.0,49040.0,42498.0,67830.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,4376.0,6112.0,21230.0,31872.0,33464.0,19768.0,4733.0,4224.0,18485.0,28867.0,30791.0,15521.0,2193.0,26694.0,60666.0,36474.0,75967.0,15416.0,1814.0,26456.0,61697.0,38748.0,77495.0,19946.0,2259.0,25974.0,59100.0,39065.0,78307.0,20776.0,2312.0,24630.0,60784.0,35627.0,66007.0,22829.0,2530.0,22819.0,53923.0,46450.0,70718.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,2711.0,3298.0,14623.0,23187.0,24672.0,12857.0,2663.0,3379.0,12383.0,20985.0,19966.0,8481.0,1165.0,9928.0,30341.0,25865.0,41562.0,13891.0,1660.0,10112.0,32074.0,28537.0,42211.0,15691.0,1768.0,10783.0,32748.0,28364.0,43821.0,15575.0,1934.0,9895.0,31973.0,29044.0,44435.0,17180.0,2214.0,9791.0,30054.0,30906.0,39981.0
4,86 ST,40.7795016,-73.95557240000001,1887.0,3701.0,12556.0,19125.0,18715.0,9259.0,1829.0,2392.0,9991.0,17129.0,14809.0,6299.0,804.0,12007.0,26522.0,22668.0,33817.0,9537.0,750.0,12133.0,27454.0,23402.0,33438.0,10387.0,781.0,12248.0,27465.0,23468.0,34035.0,10797.0,833.0,11724.0,26983.0,23185.0,33729.0,11017.0,984.0,11195.0,23653.0,23594.0,32432.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,3168.0,3945.0,15199.0,21910.0,20987.0,11671.0,3333.0,2353.0,12769.0,19244.0,19753.0,8923.0,1415.0,17167.0,45034.0,25190.0,50916.0,12531.0,1703.0,16383.0,44655.0,27642.0,53123.0,14001.0,1964.0,16576.0,45626.0,28057.0,53564.0,14500.0,1950.0,16138.0,44851.0,28959.0,52454.0,14681.0,2056.0,14278.0,40222.0,31851.0,48978.0
6,59 ST,40.6415685,-74.0176783,2507.0,5224.0,15771.0,20706.0,18978.0,9202.0,2181.0,3256.0,12224.0,17540.0,15597.0,6715.0,1364.0,13818.0,32755.0,24751.0,41849.0,10957.0,1238.0,13825.0,34947.0,26115.0,42637.0,12635.0,1347.0,13090.0,33753.0,27160.0,43809.0,12485.0,1432.0,13381.0,35222.0,27684.0,42989.0,12690.0,1368.0,13500.0,33037.0,28914.0,39526.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2727.0,6541.0,16490.0,18277.0,19123.0,12439.0,2479.0,3740.0,13108.0,15648.0,15983.0,9236.0,1551.0,16487.0,24228.0,18895.0,28982.0,12944.0,1647.0,17263.0,24375.0,19328.0,29058.0,13584.0,1755.0,17403.0,24752.0,18730.0,30969.0,12705.0,1865.0,16466.0,24044.0,17716.0,28224.0,14976.0,1976.0,17128.0,23785.0,18985.0,30429.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,2537.0,2239.0,8292.0,14742.0,14945.0,8291.0,2003.0,1619.0,6406.0,12569.0,12945.0,6027.0,861.0,9501.0,21648.0,17340.0,30450.0,11155.0,1208.0,9881.0,22222.0,17390.0,27559.0,9549.0,1247.0,9158.0,20522.0,16967.0,33361.0,15432.0,1715.0,7935.0,20309.0,16659.0,27538.0,10147.0,1349.0,8462.0,19414.0,19168.0,30194.0
9,23 ST,40.7413626,-73.9891335,2068.0,1732.0,8840.0,14322.0,14774.0,7832.0,1796.0,1180.0,6277.0,13334.0,12465.0,5613.0,612.0,8246.0,33768.0,23708.0,45084.0,13047.0,1174.0,8899.0,34806.0,25719.0,47478.0,15067.0,1304.0,8971.0,35101.0,27017.0,47955.0,15848.0,1399.0,8409.0,34697.0,26787.0,47977.0,16908.0,1603.0,8025.0,32178.0,29225.0,42191.0
