,StationName,Latitude,Longitude,2019-01-12 03:00:00,2019-01-12 07:00:00,2019-01-12 11:00:00,2019-01-12 15:00:00,2019-01-12 19:00:00,2019-01-12 23:00:00,2019-01-13 03:00:00,2019-01-13 07:00:00,2019-01-13 11:00:00,2019-01-13 15:00:00,2019-01-13 19:00:00,2019-01-13 23:00:00,2019-01-14 03:00:00,2019-01-14 07:00:00,2019-01-14 11:00:00,2019-01-14 15:00:00,2019-01-14 19:00:00,2019-01-14 23:00:00,2019-01-15 03:00:00,2019-01-15 07:00:00,2019-01-15 11:00:00,2019-01-15 15:00:00,2019-01-15 19:00:00,2019-01-15 23:00:00,2019-01-16 03:00:00,2019-01-16 07:00:00,2019-01-16 11:00:00,2019-01-16 15:00:00,2019-01-16 19:00:00,2019-01-16 23:00:00,2019-01-17 03:00:00,2019-01-17 07:00:00,2019-01-17 11:00:00,2019-01-17 15:00:00,2019-01-17 19:00:00,2019-01-17 23:00:00,2019-01-18 03:00:00,2019-01-18 07:00:00,2019-01-18 11:00:00,2019-01-18 15:00:00,2019-01-18 19:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,3635.0,16631.0,32648.0,42748.0,25695.0,8167.0,2985.0,11461.0,26953.0,34400.0,17394.0,3462.0,7301.0,62357.0,35696.0,81116.0,31131.0,4249.0,6976.0,63639.0,37760.0,83188.0,34951.0,4590.0,7167.0,63555.0,37217.0,82522.0,34360.0,4888.0,7093.0,63112.0,38712.0,84544.0,36805.0,5281.0,6839.0,56243.0,39801.0,79883.0,33509.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,2611.0,12525.0,25045.0,33723.0,24610.0,8382.0,2024.0,8197.0,20079.0,26002.0,14320.0,3700.0,5698.0,48196.0,25196.0,58824.0,24783.0,4914.0,5872.0,47611.0,20585.0,50661.0,29066.0,5669.0,6168.0,49539.0,30032.0,64522.0,29529.0,6288.0,6188.0,49189.0,24948.0,57123.0,31441.0,6589.0,5864.0,45945.0,30129.0,60571.0,29784.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,3892.0,16386.0,27237.0,32603.0,19026.0,6060.0,2567.0,12072.0,25475.0,29403.0,15108.0,3147.0,11740.0,73842.0,30934.0,81070.0,25195.0,4311.0,11941.0,75250.0,31700.0,84922.0,30108.0,4541.0,11407.0,74126.0,31742.0,80712.0,28634.0,4966.0,11207.0,43900.0,22379.0,82261.0,31371.0,5662.0,10825.0,59201.0,34291.0,74241.0,26403.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,1577.0,9872.0,18899.0,22860.0,12431.0,4147.0,1269.0,6702.0,15274.0,18425.0,7990.0,1891.0,2633.0,21643.0,21067.0,40830.0,16848.0,3072.0,4312.0,32370.0,21927.0,42782.0,18991.0,3394.0,4377.0,33077.0,23655.0,44307.0,19388.0,3749.0,4232.0,32594.0,23469.0,44324.0,19841.0,3795.0,4069.0,30355.0,23386.0,40054.0,17016.0
4,86 ST,40.7795016,-73.95557240000001,1642.0,10720.0,19114.0,22897.0,11127.0,3002.0,1185.0,7404.0,15225.0,16330.0,6954.0,1424.0,5033.0,33748.0,20652.0,39347.0,15303.0,1686.0,5203.0,35400.0,20496.0,39939.0,15979.0,1891.0,5259.0,34423.0,21243.0,39901.0,16100.0,1895.0,5084.0,34758.0,20872.0,39733.0,15711.0,2075.0,3607.0,21467.0,22399.0,38287.0,14919.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,1454.0,8165.0,13006.0,14896.0,8778.0,2827.0,726.0,4426.0,11598.0,12794.0,6532.0,1269.0,6265.0,49209.0,20400.0,50278.0,16945.0,2430.0,6749.0,49744.0,22108.0,51526.0,18070.0,2697.0,6460.0,49535.0,21075.0,49299.0,18481.0,3287.0,6389.0,48794.0,23606.0,52391.0,15630.0,3220.0,5935.0,33415.0,22505.0,48908.0,16475.0
6,59 ST,40.6415685,-74.0176783,2141.0,11020.0,17291.0,20531.0,9783.0,3145.0,1423.0,7498.0,13392.0,15126.0,7108.0,1822.0,5446.0,35879.0,20309.0,40762.0,14130.0,2536.0,5584.0,37596.0,12887.0,26323.0,15076.0,1191.0,5769.0,19601.0,21535.0,43331.0,15595.0,2848.0,5509.0,37188.0,22327.0,42009.0,15907.0,2836.0,5486.0,35599.0,22307.0,39820.0,13845.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2885.0,13261.0,15201.0,17522.0,11382.0,3401.0,1848.0,9432.0,12782.0,14234.0,8948.0,2323.0,7930.0,28443.0,15201.0,28868.0,15178.0,2564.0,8194.0,28835.0,15540.0,29972.0,15654.0,2537.0,7978.0,29075.0,15599.0,30208.0,15561.0,2650.0,8067.0,28956.0,15409.0,28698.0,16211.0,2738.0,7674.0,27689.0,15162.0,29654.0,16331.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,1132.0,6652.0,17303.0,20977.0,9135.0,2762.0,933.0,4606.0,11553.0,16105.0,9489.0,1367.0,2960.0,24014.0,12221.0,33004.0,13349.0,1111.0,3066.0,24379.0,13075.0,31419.0,14488.0,1694.0,2859.0,24058.0,12735.0,32166.0,16007.0,3486.0,2840.0,24015.0,13235.0,29785.0,14423.0,5468.0,2859.0,22108.0,14155.0,28799.0,11812.0
9,23 ST,40.7413626,-73.9891335,870.0,6770.0,14507.0,18106.0,10202.0,3062.0,684.0,4402.0,11637.0,13462.0,6601.0,1322.0,2552.0,32254.0,19089.0,42873.0,17683.0,1906.0,2593.0,33502.0,20418.0,44337.0,19722.0,2197.0,2692.0,33415.0,21480.0,45012.0,19866.0,2203.0,2740.0,33591.0,22038.0,46097.0,20922.0,2588.0,2503.0,29455.0,21385.0,42239.0,17618.0
