,StationName,Latitude,Longitude,2018-12-15 03:00:00,2018-12-15 07:00:00,2018-12-15 11:00:00,2018-12-15 15:00:00,2018-12-15 19:00:00,2018-12-15 23:00:00,2018-12-16 03:00:00,2018-12-16 07:00:00,2018-12-16 11:00:00,2018-12-16 15:00:00,2018-12-16 19:00:00,2018-12-16 23:00:00,2018-12-17 03:00:00,2018-12-17 07:00:00,2018-12-17 11:00:00,2018-12-17 15:00:00,2018-12-17 19:00:00,2018-12-17 23:00:00,2018-12-18 03:00:00,2018-12-18 07:00:00,2018-12-18 11:00:00,2018-12-18 15:00:00,2018-12-18 19:00:00,2018-12-18 23:00:00,2018-12-19 03:00:00,2018-12-19 07:00:00,2018-12-19 11:00:00,2018-12-19 15:00:00,2018-12-19 19:00:00,2018-12-19 23:00:00,2018-12-20 03:00:00,2018-12-20 07:00:00,2018-12-20 11:00:00,2018-12-20 15:00:00,2018-12-20 19:00:00,2018-12-20 23:00:00,2018-12-21 03:00:00,2018-12-21 07:00:00,2018-12-21 11:00:00,2018-12-21 15:00:00,2018-12-21 19:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,3453.0,17946.0,39444.0,54188.0,35417.0,12946.0,2601.0,13175.0,33798.0,39922.0,20314.0,4462.0,6689.0,62413.0,45238.0,90749.0,42078.0,6392.0,7545.0,64655.0,47326.0,77681.0,45762.0,6977.0,7460.0,52882.0,49505.0,94838.0,46919.0,8114.0,7285.0,60838.0,50089.0,96642.0,45345.0,8236.0,6794.0,52693.0,52035.0,85702.0,40941.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,3056.0,15353.0,36166.0,49624.0,35332.0,14027.0,2287.0,10139.0,26159.0,29816.0,16682.0,5172.0,6234.0,50461.0,33075.0,66942.0,31478.0,6745.0,6379.0,51094.0,33876.0,69291.0,35304.0,7151.0,6032.0,49696.0,36082.0,69753.0,34982.0,8144.0,6246.0,47065.0,35887.0,70103.0,32780.0,7758.0,4869.0,37887.0,34049.0,57570.0,32723.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,3933.0,18166.0,33599.0,41567.0,27737.0,10543.0,2860.0,14592.0,32313.0,36161.0,18434.0,3751.0,11707.0,74179.0,37314.0,86471.0,33793.0,4821.0,12441.0,74861.0,38744.0,84370.0,34678.0,5140.0,11970.0,73618.0,40382.0,87497.0,36734.0,5908.0,11507.0,70468.0,41404.0,90086.0,37527.0,5716.0,10689.0,60121.0,45573.0,75388.0,28940.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,1840.0,11559.0,25936.0,31949.0,18954.0,6910.0,1547.0,8293.0,20595.0,21505.0,10041.0,2591.0,4294.0,34471.0,29360.0,47287.0,21681.0,3913.0,4417.0,35015.0,28847.0,47986.0,22526.0,4174.0,4446.0,34647.0,29935.0,49258.0,23277.0,4491.0,4357.0,32417.0,29069.0,46549.0,21855.0,4251.0,3790.0,26423.0,27443.0,39250.0,18017.0
4,86 ST,40.7795016,-73.95557240000001,1699.0,11197.0,20573.0,25705.0,15004.0,4207.0,1318.0,7738.0,18426.0,18195.0,7797.0,1562.0,5028.0,34656.0,23398.0,43574.0,17505.0,2278.0,5213.0,35185.0,24134.0,43603.0,18065.0,2390.0,5007.0,35543.0,25213.0,42083.0,17794.0,2633.0,4654.0,34285.0,25720.0,42183.0,16607.0,2718.0,4422.0,31065.0,28310.0,38187.0,15443.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,1711.0,10803.0,22656.0,26764.0,14335.0,5024.0,1056.0,7250.0,18888.0,18617.0,8251.0,1818.0,6498.0,48785.0,25200.0,44254.0,15981.0,2768.0,6614.0,50062.0,26894.0,57158.0,21892.0,3164.0,6417.0,48043.0,27285.0,18555.0,4900.0,3561.0,6181.0,45487.0,28478.0,57578.0,20618.0,3378.0,5595.0,38599.0,30232.0,8878.0,2751.0
6,59 ST,40.6415685,-74.0176783,2413.0,12240.0,20797.0,25182.0,13238.0,4727.0,1525.0,7926.0,15966.0,16468.0,7934.0,1170.0,5641.0,35906.0,12735.0,45172.0,16441.0,3446.0,6193.0,38091.0,25633.0,45789.0,18594.0,3677.0,5876.0,37805.0,26320.0,47065.0,18708.0,3754.0,5772.0,36845.0,26951.0,45734.0,17300.0,3866.0,5089.0,32200.0,26494.0,40406.0,15131.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2943.0,14854.0,16224.0,19335.0,12992.0,4011.0,2167.0,9967.0,12910.0,13257.0,8717.0,2587.0,8216.0,29539.0,17066.0,29746.0,16628.0,2983.0,8106.0,29054.0,16940.0,30326.0,17062.0,3300.0,7962.0,29589.0,16971.0,31176.0,17405.0,3366.0,8148.0,29272.0,17464.0,29717.0,17685.0,3510.0,7250.0,26250.0,16533.0,29697.0,17763.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,1273.0,7064.0,16279.0,21472.0,13478.0,6085.0,1238.0,5202.0,17113.0,19512.0,7343.0,1875.0,3017.0,24202.0,14840.0,31344.0,13592.0,1876.0,3065.0,24635.0,14724.0,36570.0,21293.0,2569.0,3093.0,24105.0,15413.0,34147.0,21028.0,2961.0,2981.0,23335.0,15917.0,31284.0,13945.0,2987.0,2728.0,4753684.0,16949.0,31423.0,18222.0
9,23 ST,40.7413626,-73.9891335,1071.0,7729.0,17269.0,22752.0,13506.0,5119.0,972.0,5024.0,14260.0,15708.0,7807.0,1715.0,2468.0,30598.0,22328.0,45381.0,21021.0,2805.0,2691.0,31915.0,23561.0,46417.0,21924.0,3012.0,2638.0,31272.0,24517.0,46288.0,21771.0,3103.0,2604.0,29700.0,24838.0,45134.0,19775.0,3402.0,2326.0,24691.0,24085.0,37345.0,15532.0
