,StationName,Latitude,Longitude,2018-07-14 00:00:00,2018-07-14 04:00:00,2018-07-14 08:00:00,2018-07-14 12:00:00,2018-07-14 16:00:00,2018-07-14 20:00:00,2018-07-15 00:00:00,2018-07-15 04:00:00,2018-07-15 08:00:00,2018-07-15 12:00:00,2018-07-15 16:00:00,2018-07-15 20:00:00,2018-07-16 00:00:00,2018-07-16 04:00:00,2018-07-16 08:00:00,2018-07-16 12:00:00,2018-07-16 16:00:00,2018-07-16 20:00:00,2018-07-17 00:00:00,2018-07-17 04:00:00,2018-07-17 08:00:00,2018-07-17 12:00:00,2018-07-17 16:00:00,2018-07-17 20:00:00,2018-07-18 00:00:00,2018-07-18 04:00:00,2018-07-18 08:00:00,2018-07-18 12:00:00,2018-07-18 16:00:00,2018-07-18 20:00:00,2018-07-19 00:00:00,2018-07-19 04:00:00,2018-07-19 08:00:00,2018-07-19 12:00:00,2018-07-19 16:00:00,2018-07-19 20:00:00,2018-07-20 00:00:00,2018-07-20 04:00:00,2018-07-20 08:00:00,2018-07-20 12:00:00,2018-07-20 16:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,6143.0,5166.0,19933.0,30502.0,36727.0,23529.0,4967.0,3092.0,15509.0,25368.0,29697.0,16433.0,1966.0,17208.0,59462.0,41801.0,82584.0,24873.0,2689.0,17952.0,61494.0,43665.0,85189.0,24197.0,2642.0,17555.0,59882.0,44498.0,88169.0,30797.0,3120.0,17091.0,60428.0,44731.0,86123.0,31120.0,3607.0,15655.0,55566.0,54200.0,80513.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,8537.0,5331.0,18643.0,30673.0,38284.0,30312.0,8086.0,3308.0,14589.0,25097.0,29935.0,21115.0,4193.0,14400.0,50173.0,34130.0,67794.0,26325.0,4505.0,14881.0,51882.0,34889.0,68530.0,25646.0,4219.0,14329.0,54919.0,40038.0,74349.0,32738.0,5405.0,13985.0,52698.0,38489.0,73319.0,33235.0,5839.0,13016.0,47648.0,44323.0,65317.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,4187.0,5977.0,21680.0,53224.0,32535.0,20583.0,4283.0,3539.0,16393.0,23874.0,28237.0,15352.0,1997.0,25744.0,62405.0,37366.0,76694.0,19180.0,2303.0,26732.0,62357.0,39422.0,84618.0,20410.0,2461.0,26651.0,63585.0,39621.0,77950.0,24794.0,2894.0,25447.0,63037.0,40662.0,79880.0,24526.0,2955.0,22357.0,54935.0,48111.0,70229.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,2899.0,3720.0,13867.0,23466.0,24266.0,13265.0,2789.0,2340.0,10255.0,18055.0,19798.0,9854.0,1346.0,9216.0,30264.0,25719.0,40587.0,13377.0,1555.0,9771.0,31504.0,26684.0,38938.0,12644.0,1681.0,9994.0,32245.0,27534.0,43510.0,16020.0,1998.0,9706.0,32295.0,29061.0,44049.0,16749.0,2182.0,8809.0,27980.0,30046.0,37802.0
4,86 ST,40.7795016,-73.95557240000001,1670.0,3268.0,11296.0,18989.0,19023.0,9668.0,1461.0,1922.0,8897.0,13701.0,12969.0,6119.0,768.0,10757.0,24659.0,3288.0,30309.0,8860.0,885.0,3246.0,26047.0,21518.0,30300.0,9767.0,1115.0,10890.0,26404.0,21888.0,31949.0,11329.0,1202.0,11161.0,25854.0,21762.0,31444.0,11189.0,1376.0,9943.0,24428.0,23531.0,30170.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,2703.0,3636.0,15324.0,21386.0,21673.0,11665.0,2282.0,2016.0,10827.0,16384.0,17912.0,9144.0,1088.0,16161.0,43894.0,25006.0,50357.0,12255.0,1616.0,16703.0,44716.0,28225.0,56128.0,12458.0,1730.0,16347.0,45071.0,27527.0,52621.0,14673.0,1927.0,16018.0,38268.0,24898.0,52411.0,15017.0,2224.0,13914.0,39109.0,30945.0,46792.0
6,59 ST,40.6415685,-74.0176783,2503.0,4699.0,12490.0,19595.0,18771.0,9477.0,1983.0,2673.0,10924.0,16621.0,15427.0,6610.0,1230.0,12400.0,31899.0,22937.0,39097.0,10723.0,1463.0,13079.0,33448.0,24833.0,40646.0,11072.0,1623.0,12970.0,34200.0,26032.0,41928.0,12770.0,1767.0,12770.0,33251.0,25534.0,40493.0,13068.0,2076.0,11840.0,30458.0,27059.0,37146.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2482.0,6458.0,15890.0,17278.0,18644.0,12422.0,2390.0,3376.0,12319.0,13836.0,15535.0,9652.0,1544.0,15947.0,23732.0,17464.0,28434.0,12964.0,1824.0,16535.0,23565.0,16949.0,27199.0,11904.0,1586.0,16581.0,24369.0,16646.0,28857.0,14251.0,1817.0,16533.0,24068.0,18081.0,29081.0,13826.0,1977.0,15158.0,23595.0,17312.0,28472.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,2186.0,2348.0,8661.0,14619.0,18018.0,12702.0,2315.0,1571.0,6830.0,11725.0,12888.0,6385.0,973.0,8003.0,20009.0,14556.0,30091.0,11622.0,1086.0,8406.0,19765.0,14512.0,24816.0,8235.0,1191.0,8274.0,20182.0,15033.0,27230.0,10367.0,1620.0,8240.0,19462.0,14771.0,25984.0,10175.0,1595.0,7254.0,17875.0,17009.0,25209.0
9,23 ST,40.7413626,-73.9891335,1549.0,1729.0,7850.0,12864.0,13580.0,7432.0,1606.0,993.0,6139.0,10145.0,10861.0,5376.0,641.0,7846.0,33173.0,24153.0,45149.0,13171.0,1028.0,8316.0,35789.0,25444.0,47499.0,13941.0,1043.0,8141.0,35966.0,20760.0,49060.0,14984.0,1513.0,7561.0,26407.0,21584.0,42171.0,16084.0,1508.0,7058.0,29893.0,27123.0,37034.0
