,23,24,25,26,27,28,29
207 ST,1776.0,1479.0,2331.0,2410.0,,,
EUCLID AV,1768.0,1354.0,2665.0,2687.0,2686.0,2728.0,2685.0
GRAND ARMY PLAZ,1698.0,1452.0,2720.0,2928.0,2716.0,2887.0,2404.0
PARSONS BLVD,1682.0,1586.0,3926.0,4164.0,4108.0,4046.0,3611.0
231 ST,1678.0,1341.0,2485.0,2507.0,2525.0,2611.0,2435.0
SMITH-9 ST,1629.0,1238.0,2947.0,3019.0,2947.0,3120.0,2870.0
4 AV-9 ST,1621.0,1107.0,3075.0,3099.0,3240.0,3158.0,2930.0
67 AV,1613.0,1357.0,3662.0,3764.0,3487.0,3630.0,3196.0
ROCKAWAY AV,1602.0,1269.0,2996.0,3059.0,2962.0,3119.0,2868.0
PELHAM BAY PARK,1596.0,1447.0,2542.0,2501.0,2595.0,2387.0,2458.0
CLASSON AV,1591.0,1259.0,3217.0,3300.0,3284.0,3436.0,3274.0
NEW LOTS AV,1588.0,1303.0,3287.0,3341.0,3323.0,3458.0,3177.0
GRANT AV,1564.0,1332.0,2885.0,2869.0,2748.0,2845.0,2646.0
STERLING ST,1562.0,1193.0,2907.0,3091.0,2995.0,2906.0,2833.0
PROSPECT AV,1515.0,1167.0,2866.0,3078.0,2971.0,2830.0,2785.0
18 ST,1485.0,1126.0,4892.0,5438.0,5768.0,5513.0,5445.0
SARATOGA AV,1468.0,1111.0,3177.0,3125.0,3234.0,3428.0,2935.0
WILSON AV,1468.0,1289.0,2382.0,2084.0,2437.0,2500.0,2316.0
V.CORTLANDT PK,1429.0,1223.0,2325.0,2468.0,2547.0,2450.0,2521.0
WESTCHESTER SQ,1382.0,1107.0,3308.0,3389.0,3298.0,3295.0,3176.0
FAR ROCKAWAY,1339.0,1165.0,2953.0,2805.0,2642.0,2798.0,2774.0
WOODLAWN,1310.0,1040.0,1703.0,1728.0,1804.0,1840.0,1692.0
CORTELYOU RD,1295.0,1025.0,1490.0,1617.0,1714.0,1614.0,1681.0
BERGEN ST,1266.0,1094.0,1922.0,2095.0,2104.0,2020.0,2122.0
BEDFORD PK BLVD,1241.0,1049.0,2650.0,2968.0,2715.0,3060.0,1931.0
HARLEM 148 ST,1233.0,1082.0,2022.0,1988.0,2024.0,2181.0,2011.0
BAY RIDGE-95 ST,1232.0,1064.0,2573.0,2600.0,2198.0,2500.0,2402.0
CLINTON-WASH AV,1230.0,836.0,3311.0,3436.0,3431.0,3447.0,3279.0
