,23,24,25,26,27,28,29
34 ST-HERALD SQ,40700.0,38454.0,43867.0,46261.0,47879.0,47244.0,51148.0
TIMES SQ-42 ST,34951.0,24895.0,31273.0,33252.0,36902.0,34758.0,37970.0
34 ST-PENN STA,31296.0,31864.0,38424.0,39698.0,40470.0,41576.0,46083.0
86 ST,23054.0,19206.0,24510.0,25485.0,25737.0,26855.0,28292.0
59 ST COLUMBUS,22925.0,21428.0,28915.0,30193.0,30406.0,31938.0,31385.0
59 ST,20674.0,16936.0,23107.0,24393.0,25416.0,25503.0,26778.0
GRD CNTRL-42 ST,20560.0,16642.0,24346.0,26003.0,26922.0,28212.0,29180.0
FLUSHING-MAIN,18083.0,17176.0,19607.0,19299.0,20467.0,19465.0,19550.0
CHAMBERS ST,17457.0,12978.0,25413.0,27054.0,27264.0,27046.0,28084.0
ATL AV-BARCLAY,16842.0,14482.0,15835.0,16250.0,16468.0,16782.0,17823.0
JKSN HT-ROOSVLT,16615.0,13936.0,17249.0,17186.0,,17424.0,17860.0
42 ST-PORT AUTH,15743.0,14092.0,17790.0,18444.0,18850.0,18961.0,20642.0
23 ST,15113.0,12062.0,23415.0,25984.0,26413.0,26737.0,27809.0
14 ST,14769.0,13204.0,14122.0,15455.0,14598.0,16072.0,16991.0
34 ST-HUDSON YD,14412.0,15898.0,8439.0,8779.0,9649.0,9610.0,10862.0
47-50 STS ROCK,13021.0,10247.0,18711.0,20720.0,20317.0,20682.0,23270.0
BEDFORD AV,12813.0,12375.0,7809.0,7962.0,8576.0,8467.0,8970.0
125 ST,12353.0,11303.0,14720.0,14332.0,15393.0,14796.0,16228.0
57 ST-7 AV,11847.0,11120.0,10731.0,11649.0,12121.0,12215.0,12582.0
145 ST,11750.0,10236.0,13416.0,13144.0,14055.0,13449.0,13924.0
GRAND ST,11394.0,9854.0,12692.0,12757.0,13056.0,12550.0,13991.0
42 ST-BRYANT PK,9892.0,8152.0,13545.0,14458.0,15326.0,15644.0,16515.0
CHURCH AV,9197.0,8246.0,9400.0,9196.0,9657.0,9614.0,10350.0
LEXINGTON AV/63,9142.0,7069.0,8831.0,9283.0,9210.0,9538.0,9897.0
NOSTRAND AV,9095.0,7614.0,6968.0,6827.0,7348.0,7170.0,7821.0
QUEENSBORO PLZ,8320.0,6865.0,3975.0,4081.0,4147.0,4203.0,4327.0
SPRING ST,8242.0,6287.0,8203.0,8715.0,8605.0,9059.0,10406.0
2 AV,8044.0,7026.0,5830.0,6033.0,6212.0,6718.0,7218.0
BOROUGH HALL,7990.0,6468.0,14163.0,14286.0,15307.0,14938.0,14803.0
PRINCE ST,7927.0,6362.0,4928.0,5611.0,2994.0,5785.0,6865.0
DEKALB AV,7760.0,6986.0,9359.0,9626.0,9587.0,9514.0,9905.0
50 ST,7619.0,6998.0,16127.0,16574.0,17885.0,17737.0,19339.0
STEINWAY ST,7508.0,6469.0,5397.0,5451.0,5905.0,5835.0,5985.0
JAY ST-METROTEC,7262.0,7618.0,16623.0,17367.0,17846.0,17629.0,17203.0
BOWLING GREEN,7124.0,5928.0,11163.0,11771.0,11698.0,12438.0,12454.0
JUNCTION BLVD,7113.0,6971.0,608115.0,6779.0,7041.0,6626.0,7239.0
CROWN HTS-UTICA,7040.0,5820.0,7764.0,8250.0,8302.0,8479.0,9161.0
MYRTLE-WYCKOFF,6899.0,6195.0,5223.0,5567.0,5673.0,5502.0,5792.0
1 AV,6869.0,6377.0,7823.0,8242.0,4035.0,8596.0,9245.0
COURT SQ,6517.0,4940.0,6406.0,6672.0,6894.0,6966.0,6737.0
CANAL ST,6264.0,5010.0,7190.0,7703.0,7576.0,7872.0,8603.0
51 ST,6019.0,4644.0,7680.0,8364.0,8778.0,8746.0,9198.0
JAMAICA CENTER,5840.0,4223.0,12676.0,12734.0,13244.0,12880.0,12846.0
3 AV-149 ST,5392.0,4216.0,7732.0,7921.0,8248.0,7744.0,8423.0
8 ST-NYU,5115.0,4864.0,5444.0,5948.0,5927.0,5802.0,6275.0
BROOKLYN BRIDGE,5099.0,4344.0,8386.0,9019.0,8962.0,9368.0,9375.0
VERNON-JACKSON,5036.0,4750.0,3778.0,4101.0,4454.0,4429.0,4432.0
FORDHAM RD,5019.0,4113.0,6082.0,6115.0,6501.0,6315.0,6495.0
HIGH ST,4939.0,5041.0,4020.0,4554.0,4508.0,4633.0,5246.0
49 ST,4919.0,3672.0,6912.0,7565.0,8266.0,8072.0,8289.0
GRAND-NEWTOWN,4872.0,4318.0,5229.0,5349.0,5285.0,5340.0,5379.0
167 ST,4829.0,3905.0,6183.0,6179.0,6684.0,6029.0,6501.0
28 ST,4660.0,3650.0,5077.0,5663.0,5854.0,3116.0,6143.0
82 ST-JACKSON H,4641.0,3852.0,7453.0,7420.0,7903.0,7460.0,7581.0
SUTPHIN-ARCHER,4609.0,3959.0,8483.0,8464.0,8785.0,8965.0,9243.0
181 ST,4602.0,4076.0,5449.0,5164.0,5717.0,5434.0,5830.0
72 ST,4510.0,4890.0,3191.0,3559.0,3598.0,3598.0,4052.0
KINGS HWY,4485.0,4507.0,7168.0,7049.0,7597.0,7357.0,7878.0
EAST BROADWAY,4357.0,4065.0,4285.0,4679.0,4714.0,4812.0,5095.0
103 ST-CORONA,4346.0,3540.0,6061.0,6020.0,6179.0,6036.0,6013.0
FRANKLIN AV,4271.0,3578.0,3540.0,3613.0,3776.0,3622.0,4027.0
21 ST-QNSBRIDGE,4179.0,3363.0,3645.0,3535.0,3881.0,3823.0,4034.0
BLEECKER ST,4127.0,3622.0,3760.0,4048.0,4218.0,4257.0,4873.0
168 ST,4097.0,3495.0,6455.0,6913.0,7279.0,6826.0,6880.0
WALL ST,4062.0,3279.0,6954.0,7252.0,7776.0,7595.0,8164.0
HOYT-SCHER,3911.0,3503.0,4757.0,4548.0,4819.0,4906.0,4817.0
63 DR-REGO PARK,3890.0,3402.0,4315.0,4027.0,4327.0,4275.0,4363.0
NEVINS ST,3633.0,2915.0,4504.0,4570.0,4624.0,4840.0,4892.0
5 AVE,3523.0,2523.0,4185.0,4477.0,4622.0,4641.0,4761.0
BEDFORD-NOSTRAN,3460.0,2440.0,2174.0,2154.0,2313.0,2276.0,2436.0
110 ST,3430.0,2649.0,4397.0,4401.0,4681.0,4536.0,4646.0
PROSPECT PARK,3410.0,3373.0,3214.0,3334.0,3530.0,3466.0,3741.0
CENTRAL PK N110,3409.0,3235.0,3740.0,3875.0,4188.0,4029.0,4166.0
175 ST,3308.0,2958.0,3365.0,3477.0,3722.0,3574.0,3962.0
149/GRAND CONC,3265.0,3071.0,5715.0,5399.0,5941.0,5660.0,5045.0
135 ST,3249.0,2953.0,3704.0,3720.0,3825.0,3804.0,4145.0
ELMHURST AV,3230.0,3005.0,2847.0,2839.0,3086.0,2921.0,3019.0
53 ST,3117.0,2518.0,3683.0,3884.0,3886.0,3744.0,4058.0
46 ST BLISS ST,3108.0,2283.0,4115.0,4055.0,4358.0,4045.0,4248.0
RECTOR ST,3058.0,2360.0,4839.0,4552.0,5010.0,4905.0,5385.0
BRIGHTON BEACH,2948.0,2870.0,5035.0,4990.0,5152.0,5215.0,4448.0
JAMAICA 179 ST,2925.0,2488.0,4423.0,4556.0,4723.0,4586.0,4378.0
