,StationName,Latitude,Longitude,2018-07-28 00:00:00,2018-07-28 04:00:00,2018-07-28 08:00:00,2018-07-28 12:00:00,2018-07-28 16:00:00,2018-07-28 20:00:00,2018-07-29 00:00:00,2018-07-29 04:00:00,2018-07-29 08:00:00,2018-07-29 12:00:00,2018-07-29 16:00:00,2018-07-29 20:00:00,2018-07-30 00:00:00,2018-07-30 04:00:00,2018-07-30 08:00:00,2018-07-30 12:00:00,2018-07-30 16:00:00,2018-07-30 20:00:00,2018-07-31 00:00:00,2018-07-31 04:00:00,2018-07-31 08:00:00,2018-07-31 12:00:00,2018-07-31 16:00:00,2018-07-31 20:00:00,2018-08-01 00:00:00,2018-08-01 04:00:00,2018-08-01 08:00:00,2018-08-01 12:00:00,2018-08-01 16:00:00,2018-08-01 20:00:00,2018-08-02 00:00:00,2018-08-02 04:00:00,2018-08-02 08:00:00,2018-08-02 12:00:00,2018-08-02 16:00:00,2018-08-02 20:00:00,2018-08-03 00:00:00,2018-08-03 04:00:00,2018-08-03 08:00:00,2018-08-03 12:00:00,2018-08-03 16:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,5168.0,5356.0,23207.0,34339.0,40202.0,24968.0,5451.0,3578.0,17629.0,27977.0,33578.0,18273.0,2452.0,18354.0,63904.0,43252.0,85995.0,24307.0,2583.0,18668.0,67322.0,46383.0,90424.0,28594.0,2917.0,18436.0,69148.0,46144.0,89420.0,29101.0,3283.0,18270.0,64427.0,46696.0,88967.0,28503.0,3716.0,16091.0,59463.0,56170.0,77843.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,6856.0,5131.0,19175.0,31271.0,39856.0,32185.0,8958.0,3903.0,14704.0,26389.0,31706.0,22511.0,4608.0,14104.0,49168.0,34921.0,69088.0,26470.0,4427.0,14870.0,50881.0,36632.0,72392.0,30112.0,4731.0,14047.0,52215.0,37266.0,71315.0,29971.0,4798.0,14023.0,51479.0,37493.0,71517.0,30699.0,4953.0,12866.0,46467.0,42534.0,60464.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,3738.0,5630.0,21268.0,28090.0,31349.0,19788.0,4101.0,3535.0,17207.0,25316.0,29794.0,16839.0,2161.0,24318.0,61625.0,36762.0,76064.0,18138.0,2118.0,25990.0,62242.0,38928.0,78077.0,21362.0,2566.0,23899.0,59253.0,38045.0,79183.0,23725.0,2656.0,24902.0,61910.0,39680.0,80427.0,21975.0,3833.0,21725.0,53112.0,48672.0,68695.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,2551.0,3424.0,13911.0,22874.0,14811.0,8277.0,2932.0,2457.0,11526.0,20670.0,22660.0,10599.0,1378.0,9058.0,29632.0,25651.0,40634.0,12852.0,1643.0,9752.0,31476.0,27317.0,42728.0,15653.0,1875.0,9035.0,31007.0,26452.0,42239.0,15707.0,1851.0,9556.0,31420.0,27751.0,41743.0,15049.0,1975.0,8284.0,27006.0,28443.0,32636.0
4,86 ST,40.7795016,-73.95557240000001,1571.0,4261.0,13084.0,20821.0,21619.0,10422.0,1856.0,2402.0,9895.0,17052.0,15484.0,6912.0,1163.0,10567.0,24302.0,20422.0,30532.0,10171.0,1281.0,11156.0,25593.0,21124.0,32602.0,12051.0,1464.0,10462.0,26105.0,21842.0,31671.0,9471.0,1569.0,10863.0,20789.0,21415.0,30264.0,10978.0,1484.0,9567.0,24295.0,23353.0,28661.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,2733.0,3445.0,,,23131.0,14059.0,3706.0,2067.0,11820.0,18671.0,20285.0,11392.0,1622.0,15932.0,42960.0,25489.0,51265.0,12765.0,1942.0,16178.0,44361.0,27445.0,51875.0,14585.0,2158.0,15956.0,45217.0,27360.0,52398.0,14013.0,2007.0,15217.0,42678.0,26940.0,50217.0,14380.0,2026.0,13166.0,37058.0,31472.0,44110.0
6,59 ST,40.6415685,-74.0176783,2142.0,5715.0,15422.0,19960.0,20053.0,10036.0,2078.0,3304.0,11205.0,15861.0,15685.0,6763.0,1415.0,12263.0,31694.0,23251.0,38422.0,11051.0,1610.0,12891.0,32942.0,24652.0,40907.0,13026.0,1877.0,13987.0,32586.0,23938.0,39255.0,12175.0,1847.0,12617.0,32753.0,24765.0,39245.0,12701.0,1986.0,11430.0,29460.0,26236.0,34027.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2171.0,6157.0,16155.0,16802.0,17998.0,12853.0,2500.0,3592.0,12868.0,3428.0,3947.0,9970.0,1693.0,15733.0,23994.0,17867.0,28866.0,12213.0,1683.0,16097.0,23857.0,17875.0,28926.0,13069.0,1689.0,15772.0,23453.0,17794.0,28760.0,13400.0,1748.0,15533.0,24191.0,17548.0,28525.0,13509.0,1567.0,15049.0,22861.0,17691.0,28029.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,1566.0,2165.0,8305.0,17030.0,18503.0,8628.0,1916.0,1636.0,6394.0,11988.0,12441.0,6411.0,931.0,7648.0,19212.0,14260.0,25673.0,7635.0,1120.0,8038.0,19429.0,14512.0,26198.0,8892.0,1118.0,8099.0,19513.0,14836.0,28586.0,11779.0,1108.0,8274.0,20524.0,15762.0,26979.0,11784.0,1352.0,7152.0,19119.0,17551.0,27564.0
9,23 ST,40.7413626,-73.9891335,1338.0,1421.0,6675.0,11396.0,11769.0,6711.0,1469.0,963.0,4795.0,9146.0,9859.0,4907.0,596.0,4774.0,20968.0,15600.0,30783.0,9504.0,957.0,4939.0,21517.0,17175.0,31938.0,10954.0,1091.0,5072.0,21825.0,17251.0,32153.0,11270.0,1206.0,5305.0,22743.0,18110.0,32865.0,11626.0,1208.0,4108.0,19540.0,20492.0,26323.0
10,42 ST-PORT AUTH,40.7578346,-73.99146259999998,1783.0,5121.0,15780.0,17266.0,18081.0,12327.0,2200.0,2951.0,11786.0,14843.0,16639.0,11922.0,1422.0,18298.0,32054.0,17872.0,36094.0,10994.0,1142.0,19627.0,30545.0,17934.0,35361.0,12291.0,1232.0,19808.0,32682.0,17954.0,35445.0,12134.0,1181.0,18781.0,31594.0,18327.0,36397.0,13504.0,1366.0,17206.0,28084.0,22720.0,32695.0
11,14 ST,40.73747540000001,-73.9970975,2034.0,1464.0,6136.0,10650.0,11575.0,7449.0,2416.0,1100.0,4754.0,8922.0,9444.0,4991.0,911.0,5040.0,16284.0,12900.0,28792.0,8143.0,959.0,5349.0,17297.0,16529.0,30445.0,10836.0,1102.0,5140.0,22059.0,16153.0,30201.0,10746.0,1169.0,5123.0,21903.0,16667.0,30111.0,10435.0,1261.0,4859.0,19348.0,18234.0,26550.0
12,JKSN HT-ROOSVLT,40.746739,-73.89099859999999,3199.0,6069.0,13599.0,15672.0,15991.0,10703.0,3515.0,4087.0,10685.0,13472.0,13241.0,9413.0,2181.0,11227.0,19519.0,16593.0,23286.0,10747.0,2770.0,11605.0,19824.0,16532.0,23102.0,11557.0,3101.0,11123.0,19648.0,16404.0,22849.0,11360.0,3150.0,11565.0,20237.0,16480.0,23204.0,11272.0,3846.0,11003.0,18937.0,16241.0,22361.0
