,StationName,Latitude,Longitude,2018-06-09 00:00:00,2018-06-09 04:00:00,2018-06-09 08:00:00,2018-06-09 12:00:00,2018-06-09 16:00:00,2018-06-09 20:00:00,2018-06-10 00:00:00,2018-06-10 04:00:00,2018-06-10 08:00:00,2018-06-10 12:00:00,2018-06-10 16:00:00,2018-06-10 20:00:00,2018-06-11 00:00:00,2018-06-11 04:00:00,2018-06-11 08:00:00,2018-06-11 12:00:00,2018-06-11 16:00:00,2018-06-11 20:00:00,2018-06-12 00:00:00,2018-06-12 04:00:00,2018-06-12 08:00:00,2018-06-12 12:00:00,2018-06-12 16:00:00,2018-06-12 20:00:00,2018-06-13 00:00:00,2018-06-13 04:00:00,2018-06-13 08:00:00,2018-06-13 12:00:00,2018-06-13 16:00:00,2018-06-13 20:00:00,2018-06-14 00:00:00,2018-06-14 04:00:00,2018-06-14 08:00:00,2018-06-14 12:00:00,2018-06-14 16:00:00,2018-06-14 20:00:00,2018-06-15 00:00:00,2018-06-15 04:00:00,2018-06-15 08:00:00,2018-06-15 12:00:00,2018-06-15 16:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,5960.0,5442.0,22809.0,37810.0,40723.0,25718.0,5386.0,3829.0,16803.0,32776.0,35041.0,16959.0,2295.0,17596.0,59600.0,44391.0,86428.0,25323.0,2392.0,18115.0,62172.0,47246.0,90136.0,28825.0,2715.0,18184.0,62969.0,47929.0,90507.0,29975.0,2917.0,17918.0,61565.0,48376.0,90310.0,33306.0,3803.0,16436.0,56752.0,56140.0,82666.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,8021.0,4793.0,18220.0,30535.0,36238.0,28209.0,7645.0,3386.0,14924.0,27044.0,30603.0,17731.0,3626.0,14213.0,50060.0,34003.0,67009.0,25750.0,4135.0,15178.0,52236.0,36464.0,70743.0,30063.0,4963.0,14855.0,51910.0,38832.0,72013.0,29410.0,5002.0,14818.0,51688.0,37875.0,72159.0,32062.0,5926.0,13664.0,47060.0,41903.0,64108.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,4468.0,5922.0,21821.0,30348.0,31966.0,21833.0,4185.0,3650.0,16594.0,26393.0,30759.0,14912.0,2159.0,25421.0,59582.0,36948.0,76150.0,18974.0,2107.0,26311.0,61214.0,39177.0,79265.0,22000.0,2366.0,26433.0,61724.0,40448.0,81504.0,22439.0,2534.0,26076.0,59781.0,39628.0,80687.0,24739.0,2955.0,22699.0,52634.0,47800.0,71278.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,3118.0,5852.0,16622.0,24772.0,24973.0,13210.0,2973.0,2597.0,11303.0,20795.0,18995.0,7920.0,1325.0,9922.0,30604.0,26833.0,42475.0,14885.0,1731.0,10218.0,32605.0,28958.0,44318.0,17931.0,1878.0,10304.0,31988.0,28371.0,43104.0,17119.0,1954.0,9913.0,32953.0,30561.0,44606.0,17574.0,2259.0,9015.0,28684.0,29728.0,38834.0
4,86 ST,40.7795016,-73.95557240000001,1941.0,4761.0,14659.0,20551.0,20163.0,9417.0,1893.0,2484.0,10687.0,18980.0,15962.0,6116.0,820.0,11573.0,26000.0,22542.0,32942.0,9570.0,671.0,11945.0,27148.0,22663.0,39234.0,14204.0,732.0,11497.0,27924.0,24003.0,34834.0,12296.0,761.0,11301.0,25062.0,21625.0,33536.0,12272.0,1296.0,10149.0,25217.0,24431.0,31534.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,3132.0,3816.0,15663.0,20921.0,21021.0,11914.0,2835.0,2220.0,12498.0,18604.0,19015.0,9228.0,1161.0,16511.0,44319.0,25862.0,51677.0,12933.0,1682.0,16802.0,45161.0,27207.0,53996.0,14490.0,1798.0,16783.0,45844.0,29127.0,53924.0,14002.0,1946.0,15571.0,45960.0,29555.0,54085.0,15792.0,2261.0,14353.0,38537.0,31375.0,48484.0
6,59 ST,40.6415685,-74.0176783,2539.0,5838.0,16161.0,21163.0,19622.0,9739.0,2243.0,3099.0,13183.0,20111.0,16590.0,4764.0,862.0,13607.0,33529.0,24584.0,41697.0,11291.0,1189.0,13627.0,34505.0,26123.0,44407.0,12914.0,1411.0,13335.0,35044.0,26609.0,42888.0,12497.0,1257.0,13259.0,34188.0,27295.0,43679.0,14126.0,1845.0,12058.0,31672.0,27966.0,38695.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2923.0,6709.0,16859.0,18235.0,19614.0,13009.0,2572.0,3715.0,12956.0,15738.0,15553.0,9456.0,1692.0,16986.0,23949.0,19319.0,30395.0,13476.0,1735.0,16961.0,24529.0,19647.0,29768.0,13911.0,1861.0,16985.0,24125.0,18496.0,28428.0,13507.0,1790.0,16754.0,24469.0,17984.0,28468.0,15718.0,2094.0,15212.0,22859.0,18766.0,29441.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,4778.0,2555.0,9330.0,16040.0,18260.0,12027.0,3595.0,1795.0,6952.0,13287.0,13033.0,6066.0,951.0,8948.0,20189.0,16917.0,28913.0,9305.0,1035.0,8837.0,20349.0,15784.0,27769.0,9462.0,1180.0,8229.0,21003.0,15941.0,27003.0,9005.0,1264.0,8637.0,20337.0,16509.0,28143.0,10631.0,1669.0,7293.0,18373.0,17872.0,26467.0
9,23 ST,40.7413626,-73.9891335,2485.0,2003.0,9973.0,18698.0,18765.0,9041.0,2299.0,1263.0,6946.0,14771.0,14750.0,5995.0,825.0,8026.0,32970.0,23596.0,46131.0,13646.0,1161.0,8479.0,35365.0,25793.0,48335.0,14929.0,1218.0,8435.0,35034.0,25773.0,46729.0,15204.0,1414.0,8565.0,35710.0,26280.0,48326.0,17049.0,1888.0,7216.0,31456.0,28722.0,41721.0
