,StationName,Latitude,Longitude,2018-10-13 00:00:00,2018-10-13 04:00:00,2018-10-13 08:00:00,2018-10-13 12:00:00,2018-10-13 16:00:00,2018-10-13 20:00:00,2018-10-14 00:00:00,2018-10-14 04:00:00,2018-10-14 08:00:00,2018-10-14 12:00:00,2018-10-14 16:00:00,2018-10-14 20:00:00,2018-10-15 00:00:00,2018-10-15 04:00:00,2018-10-15 08:00:00,2018-10-15 12:00:00,2018-10-15 16:00:00,2018-10-15 20:00:00,2018-10-16 00:00:00,2018-10-16 04:00:00,2018-10-16 08:00:00,2018-10-16 12:00:00,2018-10-16 16:00:00,2018-10-16 20:00:00,2018-10-17 00:00:00,2018-10-17 04:00:00,2018-10-17 08:00:00,2018-10-17 12:00:00,2018-10-17 16:00:00,2018-10-17 20:00:00,2018-10-18 00:00:00,2018-10-18 04:00:00,2018-10-18 08:00:00,2018-10-18 12:00:00,2018-10-18 16:00:00,2018-10-18 20:00:00,2018-10-19 00:00:00,2018-10-19 04:00:00,2018-10-19 08:00:00,2018-10-19 12:00:00,2018-10-19 16:00:00
0,34 ST-HERALD SQ,40.748897899999996,-73.98878859999998,5672.0,5223.0,21045.0,36858.0,43309.0,22945.0,4764.0,3772.0,17839.0,31884.0,37113.0,15865.0,2134.0,17392.0,61738.0,43562.0,85757.0,23754.0,2444.0,17345.0,65803.0,46806.0,69494.0,19685.0,2790.0,18406.0,67086.0,48012.0,92940.0,29151.0,2856.0,18233.0,67214.0,49098.0,93464.0,30903.0,3565.0,16831.0,62019.0,53796.0,92852.0
1,TIMES SQ-42 ST,40.7545563,-73.98667370000001,6906.0,4978.0,13864.0,30605.0,39541.0,26825.0,6443.0,3271.0,15309.0,26892.0,31299.0,17671.0,2949.0,14507.0,49990.0,33313.0,65574.0,21730.0,3404.0,14856.0,49722.0,34162.0,71405.0,26449.0,3742.0,14987.0,52107.0,38284.0,72871.0,27094.0,3908.0,14676.0,52501.0,37707.0,73805.0,29342.0,4516.0,13559.0,49900.0,39470.0,72584.0
2,34 ST-PENN STA,40.751056,-73.99031020000001,4132.0,6696.0,22920.0,32874.0,35387.0,18865.0,3550.0,4001.0,19587.0,31586.0,34952.0,15688.0,1938.0,27712.0,64239.0,37902.0,79667.0,19685.0,2096.0,27681.0,65202.0,40309.0,85627.0,22476.0,2397.0,13204.0,33161.0,42161.0,85925.0,23706.0,2434.0,27805.0,65310.0,42345.0,82910.0,23229.0,2711.0,24047.0,56098.0,43128.0,77350.0
3,59 ST COLUMBUS,40.7684839,-73.98180699999999,2842.0,3472.0,15998.0,24500.0,26939.0,13754.0,2963.0,2622.0,12971.0,23831.0,21875.0,7929.0,1241.0,11479.0,35273.0,30236.0,45982.0,15610.0,1495.0,11950.0,37153.0,32045.0,48320.0,17420.0,1746.0,11871.0,38054.0,32931.0,48867.0,18158.0,1787.0,11928.0,37441.0,33851.0,49694.0,19167.0,2568.0,10711.0,33695.0,33011.0,44513.0
4,86 ST,40.7795016,-73.95557240000001,1632.0,2554.0,12065.0,19106.0,19575.0,8851.0,1965.0,2409.0,10343.0,17406.0,16100.0,6239.0,752.0,12204.0,26987.0,22644.0,33277.0,8902.0,862.0,12836.0,27993.0,22413.0,34355.0,9971.0,919.0,12853.0,29563.0,22564.0,34337.0,10056.0,822.0,12646.0,26751.0,23268.0,33888.0,10330.0,998.0,11806.0,26928.0,25674.0,33995.0
5,GRD CNTRL-42 ST,40.75216470000001,-73.97715339999998,2649.0,3045.0,13827.0,18198.0,19473.0,8970.0,2029.0,1762.0,10369.0,14887.0,16609.0,7277.0,898.0,15832.0,44383.0,24920.0,49092.0,10999.0,1335.0,17054.0,46935.0,26555.0,52449.0,12486.0,1559.0,15554.0,46508.0,26623.0,53381.0,12609.0,1542.0,15944.0,45792.0,27825.0,54894.0,13747.0,1714.0,14346.0,41491.0,28950.0,53125.0
6,59 ST,40.6415685,-74.0176783,2919.0,6318.0,17862.0,24252.0,24646.0,11044.0,2620.0,3227.0,12279.0,19370.0,18649.0,7457.0,1298.0,13745.0,34901.0,24574.0,40801.0,10760.0,1489.0,14932.0,36154.0,26184.0,43630.0,11714.0,1607.0,14343.0,40012.0,26810.0,43385.0,11825.0,1722.0,14434.0,35429.0,27595.0,43844.0,12153.0,1874.0,13805.0,34774.0,28303.0,42137.0
7,FLUSHING-MAIN,40.75955820000001,-73.82992209999998,2492.0,6319.0,15216.0,16668.0,18383.0,11276.0,2001.0,3514.0,12597.0,15228.0,15212.0,8116.0,1371.0,17591.0,24195.0,18894.0,30567.0,12448.0,1421.0,18345.0,25398.0,19388.0,31571.0,12885.0,1525.0,18092.0,25473.0,19359.0,31097.0,12770.0,1666.0,17563.0,25169.0,18831.0,31328.0,13347.0,1737.0,16759.0,24386.0,18964.0,30785.0
8,ATL AV-BARCLAY,40.6837598,-73.97875739999998,2900.0,2713.0,9781.0,17100.0,21242.0,14213.0,2688.0,1988.0,7723.0,14043.0,16685.0,10358.0,1201.0,9009.0,21025.0,16663.0,28298.0,7777.0,1372.0,9860.0,24143.0,17266.0,29125.0,8656.0,1714.0,9626.0,21280.0,17168.0,29780.0,8967.0,1650.0,9350.0,21278.0,17720.0,29313.0,9222.0,1976.0,8846.0,19853.0,19897.0,35882.0
9,23 ST,40.7413626,-73.9891335,2128.0,1796.0,9753.0,16385.0,18032.0,8909.0,2166.0,1197.0,6536.0,12820.0,12631.0,5628.0,742.0,5408.0,20760.0,17372.0,32439.0,10252.0,947.0,5823.0,23592.0,19081.0,35379.0,11628.0,940.0,5977.0,24472.0,19876.0,36177.0,12342.0,1100.0,5667.0,23354.0,20428.0,36980.0,13106.0,1275.0,5379.0,22015.0,20613.0,33049.0
